chr10:100143465|100144824	hsa_circ_0092377
chr10:118661275|118666258	hsa_circ_0020121
chr10:118661275|118681027	hsa_circ_0020122
chr10:118666137|118681027	hsa_circ_0092808
chr10:118671300|118681027	hsa_circ_0092809
chr10:118674885|118681027	hsa_circ_0092810
chr10:118699976|118719741	hsa_circ_0092811
chr10:118704434|118708508	hsa_circ_0092812
chr10:118704434|118719741	hsa_circ_0092813
chr10:118704434|118738819	hsa_circ_0092814
chr10:118708426|118719741	hsa_circ_0092815
chr10:118708426|118728223	hsa_circ_0092817
chr10:118711419|118713721	hsa_circ_0092818
chr10:118711419|118719741	hsa_circ_0092819
chr10:118711419|118728223	hsa_circ_0092820
chr10:118711419|118738819	hsa_circ_0092821
chr10:118713552|118728223	hsa_circ_0092822
chr10:11893995|11894214	hsa_circ_0092823
chr10:119049696|119078485	hsa_circ_0020124
chr10:119049696|119100613	hsa_circ_0092826
chr10:119078382|119100613	hsa_circ_0092827
chr10:119100490|119104960	hsa_circ_0009114
chr10:119245463|119245989	hsa_circ_0092829
chr10:11971863|11978711	hsa_circ_0017701
chr10:11971863|11994248	hsa_circ_0092831
chr10:11971863|12009453	hsa_circ_0017702
chr10:11971863|12042008	hsa_circ_0017703
chr10:11971863|12046726	hsa_circ_0092832
chr10:11971863|12077440	hsa_circ_0017704
chr10:119768586|119800076	hsa_circ_0092833
chr10:119768592|119800076	hsa_circ_0092834
chr10:11978543|11984762	hsa_circ_0002334
chr10:11978543|11994248	hsa_circ_0017705
chr10:11978543|12001355	hsa_circ_0017706
chr10:119798482|119800076	hsa_circ_0092835
chr10:11984663|11994248	hsa_circ_0092836
chr10:11984663|12056183	hsa_circ_0092837
chr10:11994064|12001355	hsa_circ_0017708
chr10:11994064|12056183	hsa_circ_0092838
chr10:11997230|12001355	hsa_circ_0092839
chr10:11997230|12006124	hsa_circ_0017709
chr10:120081816|120082709	hsa_circ_0092840
chr10:12009339|12021164	hsa_circ_0092841
chr10:12009339|12042008	hsa_circ_0092842
chr10:12009339|12056183	hsa_circ_0017711
chr10:12021055|12039756	hsa_circ_0017712
chr10:12021055|12056183	hsa_circ_0017713
chr10:12039670|12042008	hsa_circ_0017714
chr10:12039670|12043824	hsa_circ_0017715
chr10:12039670|12046726	hsa_circ_0007448
chr10:12039670|12056183	hsa_circ_0000213
chr10:12039670|12077440	hsa_circ_0017717
chr10:12043674|12046726	hsa_circ_0092843
chr10:120445494|120454742	hsa_circ_0092844
chr10:120445494|120467099	hsa_circ_0092845
chr10:120445494|120489922	hsa_circ_0092846
chr10:120450776|120454742	hsa_circ_0020131
chr10:120450776|120489922	hsa_circ_0020132
chr10:120454652|120467099	hsa_circ_0092847
chr10:120454652|120489922	hsa_circ_0020133
chr10:120460817|120489922	hsa_circ_0002028
chr10:120460817|120501804	hsa_circ_0092848
chr10:120467003|120489922	hsa_circ_0092849
chr10:120488806|120489922	hsa_circ_0020134
chr10:120488806|120501804	hsa_circ_0092851
chr10:12056022|12056183	hsa_circ_0017718
chr10:12056022|12071523	hsa_circ_0017719
chr10:12070743|12071523	hsa_circ_0092852
chr10:12071162|12077278	hsa_circ_0092853
chr10:120793298|120793451	hsa_circ_0092855
chr10:120797749|120797951	hsa_circ_0004792
chr10:120801769|120802132	hsa_circ_0092856
chr10:120809312|120810833	hsa_circ_0092857
chr10:120810710|120816365	hsa_circ_0092858
chr10:120810710|120818909	hsa_circ_0092859
chr10:120810710|120832565	hsa_circ_0020140
chr10:120810710|120833449	hsa_circ_0020141
chr10:120816251|120816365	hsa_circ_0092860
chr10:120818723|120820840	hsa_circ_0020142
chr10:120820257|120820840	hsa_circ_0020146
chr10:120820257|120833089	hsa_circ_0020147
chr10:120824910|120825082	hsa_circ_0020148
chr10:120824910|120833089	hsa_circ_0020149
chr10:120824910|120833449	hsa_circ_0020150
chr10:120828957|120830597	hsa_circ_0020151
chr10:120828957|120833449	hsa_circ_0092863
chr10:120830397|120832565	hsa_circ_0092864
chr10:120832401|120832565	hsa_circ_0020152
chr10:120832401|120833089	hsa_circ_0020153
chr10:120832401|120833449	hsa_circ_0004350
chr10:120832542|120833089	hsa_circ_0092865
chr10:120832952|120833449	hsa_circ_0092866
chr10:120867459|120877179	hsa_circ_0007412
chr10:120867459|120883081	hsa_circ_0020154
chr10:120867459|120892121	hsa_circ_0003722
chr10:120867479|120892121	hsa_circ_0020155
chr10:120877030|120877179	hsa_circ_0020156
chr10:120877030|120883081	hsa_circ_0020157
chr10:120879852|120883081	hsa_circ_0020158
chr10:120882980|120889134	hsa_circ_0020159
chr10:120905747|120907372	hsa_circ_0020160
chr10:120905747|120917574	hsa_circ_0092867
chr10:120914573|120920481	hsa_circ_0020162
chr10:120917520|120920481	hsa_circ_0020163
chr10:120920426|120920593	hsa_circ_0092868
chr10:120920426|120921926	hsa_circ_0020165
chr10:120928688|120931997	hsa_circ_0020171
chr10:120931893|120934104	hsa_circ_0020174
chr10:120933248|120934104	hsa_circ_0020175
chr10:120933248|120936665	hsa_circ_0020176
chr10:121182677|121196353	hsa_circ_0020177
chr10:121186416|121186841	hsa_circ_0092869
chr10:12123470|12126750	hsa_circ_0017724
chr10:12123470|12129728	hsa_circ_0004676
chr10:12123470|12131254	hsa_circ_0017725
chr10:12123470|12133683	hsa_circ_0003074
chr10:12123470|12136270	hsa_circ_0004630
chr10:12123470|12139995	hsa_circ_0017726
chr10:12123470|12142261	hsa_circ_0017727
chr10:12123470|12143180	hsa_circ_0017728
chr10:12123470|12148395	hsa_circ_0017729
chr10:12123470|12150014	hsa_circ_0017730
chr10:12123470|12155063	hsa_circ_0017731
chr10:12123470|12159754	hsa_circ_0092870
chr10:12123470|12162266	hsa_circ_0007813
chr10:12126538|12129728	hsa_circ_0092871
chr10:12126538|12131254	hsa_circ_0092872
chr10:12126538|12133683	hsa_circ_0005854
chr10:12126538|12136270	hsa_circ_0092873
chr10:12126538|12143180	hsa_circ_0092874
chr10:12126538|12162266	hsa_circ_0092875
chr10:121275020|121286936	hsa_circ_0005516
chr10:121285543|121286936	hsa_circ_0092876
chr10:12129533|12133683	hsa_circ_0017732
chr10:12129533|12136270	hsa_circ_0017733
chr10:12129533|12155063	hsa_circ_0017734
chr10:12129533|12162266	hsa_circ_0017735
chr10:12130984|12131254	hsa_circ_0017736
chr10:12130984|12133683	hsa_circ_0017737
chr10:12130984|12136270	hsa_circ_0006972
chr10:12130984|12143180	hsa_circ_0092877
chr10:12130984|12155063	hsa_circ_0017738
chr10:12130984|12162266	hsa_circ_0092878
chr10:121333316|121333453	hsa_circ_0092879
chr10:121335202|121339522	hsa_circ_0005577
chr10:121335202|121340050	hsa_circ_0004498
chr10:121336122|121338346	hsa_circ_0092881
chr10:121336122|121339522	hsa_circ_0020179
chr10:121336591|121339522	hsa_circ_0092882
chr10:121336591|121340050	hsa_circ_0092883
chr10:121338237|121347760	hsa_circ_0020181
chr10:121339446|121347760	hsa_circ_0092884
chr10:12133992|12162266	hsa_circ_0092885
chr10:121339982|121341521	hsa_circ_0020182
chr10:121347663|121353025	hsa_circ_0020183
chr10:12136071|12136270	hsa_circ_0017743
chr10:12136071|12143180	hsa_circ_0092886
chr10:12136071|12150014	hsa_circ_0092887
chr10:12136071|12162266	hsa_circ_0008826
chr10:12139682|12139995	hsa_circ_0017745
chr10:12139682|12148395	hsa_circ_0017746
chr10:12139682|12159754	hsa_circ_0017747
chr10:12139682|12162266	hsa_circ_0017748
chr10:12142176|12143180	hsa_circ_0092888
chr10:12142176|12155063	hsa_circ_0017750
chr10:12148244|12150014	hsa_circ_0004155
chr10:12148244|12155063	hsa_circ_0017752
chr10:12148244|12162266	hsa_circ_0092889
chr10:12149907|12155063	hsa_circ_0017753
chr10:121510587|121519580	hsa_circ_0092890
chr10:121510587|121541283	hsa_circ_0092891
chr10:121540572|121571467	hsa_circ_0092893
chr10:12154898|12155063	hsa_circ_0092894
chr10:12154898|12159754	hsa_circ_0092895
chr10:12154898|12162266	hsa_circ_0092896
chr10:121551028|121571467	hsa_circ_0092897
chr10:121551380|121551548	hsa_circ_0020184
chr10:121551380|121571467	hsa_circ_0020185
chr10:121556226|121563809	hsa_circ_0092898
chr10:121556226|121571467	hsa_circ_0092899
chr10:121563684|121571467	hsa_circ_0092900
chr10:121564895|121571467	hsa_circ_0092901
chr10:121567443|121571467	hsa_circ_0092902
chr10:121567456|121569729	hsa_circ_0092903
chr10:121580357|121582711	hsa_circ_0092904
chr10:121595051|121595216	hsa_circ_0020187
chr10:121595051|121602107	hsa_circ_0092907
chr10:121596407|121607225	hsa_circ_0020188
chr10:121596407|121609088	hsa_circ_0092909
chr10:12159671|12160917	hsa_circ_0092911
chr10:12159671|12162266	hsa_circ_0092912
chr10:121598046|121602107	hsa_circ_0020190
chr10:121602759|121609088	hsa_circ_0092914
chr10:121602765|121602938	hsa_circ_0020191
chr10:121602765|121609088	hsa_circ_0092915
chr10:121607124|121619396	hsa_circ_0092916
chr10:12160747|12160917	hsa_circ_0092917
chr10:12160747|12162266	hsa_circ_0000214
chr10:12160747|12165304	hsa_circ_0092918
chr10:121612561|121616951	hsa_circ_0020192
chr10:121612561|121619396	hsa_circ_0020194
chr10:121657938|121658471	hsa_circ_0092920
chr10:121657938|121662521	hsa_circ_0092921
chr10:121657938|121668642	hsa_circ_0092922
chr10:121662310|121663789	hsa_circ_0020197
chr10:121663595|121668642	hsa_circ_0005312
chr10:121663595|121671676	hsa_circ_0020198
chr10:121668552|121678023	hsa_circ_0002298
chr10:121668552|121685739	hsa_circ_0092923
chr10:121668552|121689274	hsa_circ_0092924
chr10:121671555|121680496	hsa_circ_0092925
chr10:121671555|121689274	hsa_circ_0092926
chr10:121671555|121693299	hsa_circ_0092927
chr10:121674241|121693299	hsa_circ_0092928
chr10:121678955|121693299	hsa_circ_0020202
chr10:121685547|121693297	hsa_circ_0092929
chr10:121685547|121693299	hsa_circ_0020203
chr10:121689118|121693299	hsa_circ_0092930
chr10:121689840|121693299	hsa_circ_0020204
chr10:12174690|12178169	hsa_circ_0092931
chr10:12174690|12191960	hsa_circ_0092932
chr10:12175239|12185194	hsa_circ_0092933
chr10:12175239|12204288	hsa_circ_0092934
chr10:12191593|12191960	hsa_circ_0017756
chr10:121940741|121968507	hsa_circ_0092936
chr10:121946629|121968507	hsa_circ_0092937
chr10:121964506|121968507	hsa_circ_0092938
chr10:12198905|12204288	hsa_circ_0092939
chr10:12199906|12203120	hsa_circ_0092941
chr10:12199906|12204288	hsa_circ_0092942
chr10:12202928|12204288	hsa_circ_0017758
chr10:122047901|122053687	hsa_circ_0092943
chr10:12212715|12226955	hsa_circ_0017767
chr10:12212715|12228331	hsa_circ_0017768
chr10:12214763|12215812	hsa_circ_0092944
chr10:122263329|122280607	hsa_circ_0020207
chr10:122273422|122280607	hsa_circ_0008896
chr10:122273422|122334813	hsa_circ_0020210
chr10:122273422|122349008	hsa_circ_0092946
chr10:122278344|122334813	hsa_circ_0020211
chr10:122334642|122349008	hsa_circ_0092947
chr10:122348814|122349252	hsa_circ_0092948
chr10:12240703|12280484	hsa_circ_0017775
chr10:12251965|12252321	hsa_circ_0017777
chr10:12252288|12280484	hsa_circ_0017778
chr10:12257738|12259466	hsa_circ_0092950
chr10:12257738|12272995	hsa_circ_0017779
chr10:12257738|12277122	hsa_circ_0092951
chr10:12257738|12279265	hsa_circ_0092952
chr10:12257738|12280484	hsa_circ_0092953
chr10:12257738|12288276	hsa_circ_0017780
chr10:12259359|12280484	hsa_circ_0092954
chr10:122612035|122625256	hsa_circ_0092956
chr10:122612035|122626276	hsa_circ_0092957
chr10:122612035|122630858	hsa_circ_0092958
chr10:122612035|122650399	hsa_circ_0020216
chr10:122612035|122665533	hsa_circ_0020217
chr10:122618154|122619794	hsa_circ_0092959
chr10:122618154|122626681	hsa_circ_0092960
chr10:122618154|122630858	hsa_circ_0020218
chr10:122618154|122637971	hsa_circ_0020219
chr10:122618154|122649521	hsa_circ_0092961
chr10:122618154|122650399	hsa_circ_0020220
chr10:122619620|122625256	hsa_circ_0092962
chr10:122622246|122664928	hsa_circ_0020224
chr10:122624558|122630858	hsa_circ_0092963
chr10:122625141|122637971	hsa_circ_0020227
chr10:122637864|122648696	hsa_circ_0092965
chr10:122637864|122649521	hsa_circ_0092966
chr10:122637864|122663654	hsa_circ_0092967
chr10:122640337|122649521	hsa_circ_0092968
chr10:122640337|122664928	hsa_circ_0020228
chr10:122640337|122665533	hsa_circ_0092969
chr10:122643273|122643436	hsa_circ_0092970
chr10:122643291|122664928	hsa_circ_0092971
chr10:122643291|122665533	hsa_circ_0092972
chr10:122648589|122663654	hsa_circ_0092973
chr10:122659540|122663654	hsa_circ_0020229
chr10:122659540|122664928	hsa_circ_0020230
chr10:122659540|122665533	hsa_circ_0020231
chr10:12277046|12280484	hsa_circ_0092974
chr10:12288147|12292468	hsa_circ_0092975
chr10:12291579|12292426	hsa_circ_0092976
chr10:12291579|12292468	hsa_circ_0092977
chr10:123243211|123247627	hsa_circ_0092979
chr10:123246867|123247627	hsa_circ_0020234
chr10:123256045|123263455	hsa_circ_0092981
chr10:123274636|123279683	hsa_circ_0020235
chr10:123298105|123325218	hsa_circ_0092984
chr10:123310803|123315059	hsa_circ_0092985
chr10:123310803|123325218	hsa_circ_0092986
chr10:123324015|123325218	hsa_circ_0020238
chr10:123549683|123600778	hsa_circ_0020239
chr10:123549683|123629553	hsa_circ_0020240
chr10:123549683|123658484	hsa_circ_0020241
chr10:123549683|123659509	hsa_circ_0020242
chr10:123549683|123681926	hsa_circ_0020243
chr10:123549683|123683844	hsa_circ_0007062
chr10:123596232|123600778	hsa_circ_0092989
chr10:123596232|123629553	hsa_circ_0092990
chr10:123596232|123662135	hsa_circ_0092991
chr10:123596232|123670666	hsa_circ_0092992
chr10:123596232|123673408	hsa_circ_0092993
chr10:123596232|123683844	hsa_circ_0092994
chr10:123600596|123662135	hsa_circ_0020245
chr10:123600596|123683844	hsa_circ_0020246
chr10:123629520|123662135	hsa_circ_0020247
chr10:123629520|123670666	hsa_circ_0092995
chr10:123629520|123673408	hsa_circ_0020248
chr10:123629520|123683844	hsa_circ_0020249
chr10:123658355|123662135	hsa_circ_0020250
chr10:123658355|123670666	hsa_circ_0020251
chr10:123658355|123673408	hsa_circ_0020252
chr10:123658355|123683844	hsa_circ_0008742
chr10:123659380|123670666	hsa_circ_0092996
chr10:123661905|123662135	hsa_circ_0092997
chr10:123661905|123670666	hsa_circ_0092998
chr10:123661905|123673408	hsa_circ_0092999
chr10:123661905|123681926	hsa_circ_0093000
chr10:123661905|123683844	hsa_circ_0002850
chr10:123670420|123670666	hsa_circ_0093001
chr10:123670420|123673408	hsa_circ_0093002
chr10:123670420|123683844	hsa_circ_0003419
chr10:123673304|123683844	hsa_circ_0020254
chr10:123681863|123683844	hsa_circ_0020255
chr10:123718838|123721032	hsa_circ_0020256
chr10:123722752|123724900	hsa_circ_0093003
chr10:123727169|123730584	hsa_circ_0093004
chr10:123892123|123892249	hsa_circ_0020260
chr10:124151818|124152857	hsa_circ_0093008
chr10:124151818|124159904	hsa_circ_0020262
chr10:124151818|124166189	hsa_circ_0093009
chr10:124151818|124172561	hsa_circ_0093010
chr10:124151818|124175518	hsa_circ_0020263
chr10:124151818|124177484	hsa_circ_0093011
chr10:124151818|124184475	hsa_circ_0020264
chr10:124151818|124186547	hsa_circ_0093012
chr10:124166091|124184475	hsa_circ_0020265
chr10:124172435|124177484	hsa_circ_0093013
chr10:124172435|124184475	hsa_circ_0020266
chr10:124350180|124352111	hsa_circ_0020281
chr10:12442014|12445368	hsa_circ_0000215
chr10:12442014|12445410	hsa_circ_0093015
chr10:124754053|124758187	hsa_circ_0093017
chr10:124755509|124766692	hsa_circ_0093018
chr10:124793871|124800188	hsa_circ_0093019
chr10:124793871|124800895	hsa_circ_0093020
chr10:124793871|124806814	hsa_circ_0093021
chr10:124793871|124810702	hsa_circ_0093022
chr10:124799981|124800895	hsa_circ_0020294
chr10:125539682|125558715	hsa_circ_0020301
chr10:125557491|125558715	hsa_circ_0020302
chr10:12571820|12595355	hsa_circ_0093026
chr10:125771848|125806240	hsa_circ_0020303
chr10:125780771|125806240	hsa_circ_0020304
chr10:125798030|125801963	hsa_circ_0020305
chr10:125798030|125804435	hsa_circ_0020306
chr10:125798030|125806240	hsa_circ_0000264
chr10:125798030|125806260	hsa_circ_0093028
chr10:125801816|125806240	hsa_circ_0020308
chr10:125805182|125806240	hsa_circ_0093029
chr10:12583900|12595355	hsa_circ_0093030
chr10:126089408|126092489	hsa_circ_0093031
chr10:126094004|126100769	hsa_circ_0093032
chr10:126097110|126097534	hsa_circ_0002676
chr10:126097110|126100769	hsa_circ_0008898
chr10:126172707|126177144	hsa_circ_0020310
chr10:126172707|126186697	hsa_circ_0020311
chr10:126172707|126205840	hsa_circ_0093033
chr10:126176990|126186697	hsa_circ_0003766
chr10:126176990|126205840	hsa_circ_0093034
chr10:126185529|126186697	hsa_circ_0020313
chr10:126185529|126205840	hsa_circ_0093035
chr10:1262890|1313264	hsa_circ_0093036
chr10:126370175|126370948	hsa_circ_0000267
chr10:126370175|126384781	hsa_circ_0003570
chr10:126370175|126395456	hsa_circ_0002282
chr10:126384726|126395456	hsa_circ_0008456
chr10:126395204|126395456	hsa_circ_0005734
chr10:126448886|126463351	hsa_circ_0093038
chr10:126448954|126463351	hsa_circ_0007825
chr10:126450868|126478907	hsa_circ_0020329
chr10:126463243|126478907	hsa_circ_0008969
chr10:126495399|126508019	hsa_circ_0093040
chr10:126495399|126515354	hsa_circ_0093041
chr10:126507952|126515354	hsa_circ_0093042
chr10:126610559|126631876	hsa_circ_0093043
chr10:126628942|126631876	hsa_circ_0006545
chr10:126628942|126650977	hsa_circ_0093044
chr10:126631025|126631876	hsa_circ_0000268
chr10:126631025|126650977	hsa_circ_0004451
chr10:126631025|126655350	hsa_circ_0008915
chr10:126631025|126662967	hsa_circ_0020336
chr10:126655162|126662967	hsa_circ_0020337
chr10:126655162|126671873	hsa_circ_0020338
chr10:126660533|126662967	hsa_circ_0020339
chr10:126662213|126662967	hsa_circ_0020340
chr10:126662213|126672257	hsa_circ_0020342
chr10:126681263|126799662	hsa_circ_0020347
chr10:126727565|126727724	hsa_circ_0020353
chr10:126727565|126763412	hsa_circ_0002133
chr10:126727565|126776888	hsa_circ_0003462
chr10:126727565|126799662	hsa_circ_0005418
chr10:126727565|126811437	hsa_circ_0002545
chr10:126727565|126822181	hsa_circ_0093045
chr10:126776759|126799662	hsa_circ_0009087
chr10:126776759|126822181	hsa_circ_0004583
chr10:126799558|126811437	hsa_circ_0004875
chr10:126799558|126822181	hsa_circ_0008885
chr10:12704152|12708809	hsa_circ_0093046
chr10:127417571|127417673	hsa_circ_0020357
chr10:127417926|127418048	hsa_circ_0093049
chr10:127418856|127429770	hsa_circ_0093050
chr10:127431626|127438134	hsa_circ_0093051
chr10:127431626|127442414	hsa_circ_0020358
chr10:127436104|127438134	hsa_circ_0020359
chr10:127436426|127438134	hsa_circ_0093052
chr10:127437980|127442414	hsa_circ_0008123
chr10:127441367|127442414	hsa_circ_0020360
chr10:127456100|127459160	hsa_circ_0093053
chr10:127482590|127482957	hsa_circ_0093054
chr10:127483448|127486714	hsa_circ_0093055
chr10:127483448|127500857	hsa_circ_0093056
chr10:127495981|127505094	hsa_circ_0093057
chr10:127500782|127505094	hsa_circ_0008369
chr10:127540861|127542772	hsa_circ_0093058
chr10:127540861|127555752	hsa_circ_0093059
chr10:127540861|127569640	hsa_circ_0093060
chr10:127569111|127569640	hsa_circ_0093061
chr10:127683985|127697119	hsa_circ_0093062
chr10:127753374|127789810	hsa_circ_0020376
chr10:127824152|127843874	hsa_circ_0020377
chr10:12802946|12811798	hsa_circ_0093065
chr10:12802946|12833232	hsa_circ_0017782
chr10:12833156|12837537	hsa_circ_0093066
chr10:12833156|12858327	hsa_circ_0017783
chr10:12856193|12858327	hsa_circ_0093067
chr10:12856193|12870898	hsa_circ_0093068
chr10:128768965|128776252	hsa_circ_0020380
chr10:128768965|128780237	hsa_circ_0005196
chr10:128768965|128785881	hsa_circ_0020381
chr10:128768965|128788867	hsa_circ_0007142
chr10:128768965|128795147	hsa_circ_0020382
chr10:128768965|128797699	hsa_circ_0020383
chr10:128768965|128798571	hsa_circ_0002669
chr10:128768965|128807068	hsa_circ_0004102
chr10:128768965|128810638	hsa_circ_0020384
chr10:128768965|128817099	hsa_circ_0020385
chr10:128768965|128821588	hsa_circ_0020386
chr10:128768965|128823047	hsa_circ_0020387
chr10:128768965|128824688	hsa_circ_0020388
chr10:128768965|128830584	hsa_circ_0020389
chr10:128768965|128836080	hsa_circ_0020390
chr10:128768965|128840978	hsa_circ_0020391
